category,score_type,value
ct_scan,relative_scores,66.66666666666666
ct_scan,relative_scores,133.33333333333331
ct_scan,relative_scores,66.66666666666666
ct_scan,relative_scores,66.66666666666666
ct_scan,relative_scores,66.66666666666666
ct_scan,relative_scores,66.66666666666666
ct_scan,relative_scores,66.66666666666666
ct_scan,relative_scores,66.66666666666666
ct_scan,relative_scores,77.77777777777779
ct_scan,relative_scores,77.77777777777779
ct_scan,relative_scores,77.77777777777779
ct_scan,relative_scores,77.77777777777779
ct_scan,relative_scores,66.66666666666666
ct_scan,relative_scores,77.77777777777779
ct_scan,relative_scores,66.66666666666666
ct_scan,relative_scores,77.77777777777779
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,8.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,10.0
mri,gpt4_scores,8.0
mri,gpt4_scores,8.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,8.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,8.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,8.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,gpt4_scores,8.0
mri,gpt4_scores,9.0
mri,gpt4_scores,9.0
mri,pred_scores,7.0
mri,pred_scores,7.0
mri,pred_scores,7.0
mri,pred_scores,6.0
mri,pred_scores,8.0
mri,pred_scores,6.0
mri,pred_scores,7.0
mri,pred_scores,7.0
mri,pred_scores,7.0
mri,pred_scores,7.0
mri,pred_scores,7.0
mri,pred_scores,7.0
mri,pred_scores,8.0
mri,pred_scores,9.0
mri,pred_scores,6.0
mri,pred_scores,7.0
mri,pred_scores,7.0
mri,pred_scores,7.0
mri,pred_scores,8.0
mri,pred_scores,8.0
mri,pred_scores,8.0
mri,pred_scores,8.0
mri,pred_scores,8.0
mri,pred_scores,6.0
mri,pred_scores,7.0
mri,pred_scores,8.0
mri,pred_scores,6.0
mri,pred_scores,8.0
mri,pred_scores,7.0
mri,pred_scores,6.0
mri,pred_scores,6.0
mri,pred_scores,7.0
mri,pred_scores,6.0
mri,pred_scores,7.0
mri,pred_scores,7.0
mri,pred_scores,6.0
mri,pred_scores,7.0
mri,pred_scores,6.0
mri,relative_scores,77.77777777777779
mri,relative_scores,77.77777777777779
mri,relative_scores,77.77777777777779
mri,relative_scores,66.66666666666666
mri,relative_scores,88.88888888888889
mri,relative_scores,75.0
mri,relative_scores,77.77777777777779
mri,relative_scores,77.77777777777779
mri,relative_scores,77.77777777777779
mri,relative_scores,77.77777777777779
mri,relative_scores,77.77777777777779
mri,relative_scores,77.77777777777779
mri,relative_scores,80.0
mri,relative_scores,112.5
mri,relative_scores,75.0
mri,relative_scores,77.77777777777779
mri,relative_scores,77.77777777777779
mri,relative_scores,77.77777777777779
mri,relative_scores,88.88888888888889
mri,relative_scores,88.88888888888889
mri,relative_scores,88.88888888888889
mri,relative_scores,88.88888888888889
mri,relative_scores,88.88888888888889
mri,relative_scores,75.0
mri,relative_scores,77.77777777777779
mri,relative_scores,88.88888888888889
mri,relative_scores,66.66666666666666
mri,relative_scores,88.88888888888889
mri,relative_scores,77.77777777777779
mri,relative_scores,75.0
mri,relative_scores,66.66666666666666
mri,relative_scores,77.77777777777779
mri,relative_scores,75.0
mri,relative_scores,77.77777777777779
mri,relative_scores,77.77777777777779
mri,relative_scores,75.0
mri,relative_scores,77.77777777777779
mri,relative_scores,66.66666666666666
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,10.0
chest_xray,gpt4_scores,8.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,8.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,8.0
chest_xray,gpt4_scores,8.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,gpt4_scores,9.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,6.0
chest_xray,pred_scores,6.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,7.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,7.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,6.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,7.0
chest_xray,pred_scores,7.0
chest_xray,pred_scores,7.0
chest_xray,pred_scores,7.0
chest_xray,pred_scores,7.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,6.0
chest_xray,pred_scores,6.0
chest_xray,pred_scores,7.0
chest_xray,pred_scores,7.0
chest_xray,pred_scores,6.0
chest_xray,pred_scores,7.0
chest_xray,pred_scores,7.0
chest_xray,pred_scores,8.0
chest_xray,pred_scores,6.0
chest_xray,pred_scores,7.0
chest_xray,pred_scores,7.0
chest_xray,pred_scores,6.0
chest_xray,relative_scores,88.88888888888889
chest_xray,relative_scores,88.88888888888889
chest_xray,relative_scores,88.88888888888889
chest_xray,relative_scores,88.88888888888889
chest_xray,relative_scores,88.88888888888889
chest_xray,relative_scores,88.88888888888889
chest_xray,relative_scores,66.66666666666666
chest_xray,relative_scores,66.66666666666666
chest_xray,relative_scores,88.88888888888889
